geometry,crossroad_count,road_length,shop_count,residential_area,commercial_area,industrial_area,start_count,end_count
"POLYGON ((121.1544448528412 31.17924624573631, 121.1544448528412 31.18693148678382, 121.1454617 31.18693148678382, 121.1454617 31.17924624573631, 121.1544448528412 31.17924624573631))",0,2838.903067,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.18693148678382, 121.1544448528412 31.19461610390284, 121.1454617 31.19461610390284, 121.1454617 31.18693148678382, 121.1544448528412 31.18693148678382))",4,5013.97818,0,0.0,0.0,745239.2677,1,1
"POLYGON ((121.1544448528412 31.19461610390284, 121.1544448528412 31.2023000970058, 121.1454617 31.2023000970058, 121.1454617 31.19461610390284, 121.1544448528412 31.19461610390284))",0,0.0,0,0.0,0.0,914166.14,1,1
"POLYGON ((121.1544448528412 31.2023000970058, 121.1544448528412 31.20998346600517, 121.1454617 31.20998346600517, 121.1454617 31.2023000970058, 121.1544448528412 31.2023000970058))",0,0.0,0,21914.42634,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.20998346600517, 121.1544448528412 31.21766621081351, 121.1454617 31.21766621081351, 121.1454617 31.20998346600517, 121.1544448528412 31.20998346600517))",0,10865.32063,0,13199.75526,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.21766621081351, 121.1544448528412 31.22534833134338, 121.1454617 31.22534833134338, 121.1454617 31.21766621081351, 121.1544448528412 31.21766621081351))",0,18325.71939,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.22534833134338, 121.1544448528412 31.23302982750743, 121.1454617 31.23302982750743, 121.1454617 31.22534833134338, 121.1544448528412 31.22534833134338))",0,0.0,0,13745.16747,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.23302982750743, 121.1544448528412 31.24071069921833, 121.1454617 31.24071069921833, 121.1454617 31.23302982750743, 121.1544448528412 31.23302982750743))",0,0.0,0,95217.05447,0.0,41642.81215,1,1
"POLYGON ((121.1544448528412 31.24071069921833, 121.1544448528412 31.24839094638885, 121.1454617 31.24839094638885, 121.1454617 31.24071069921833, 121.1544448528412 31.24071069921833))",0,3412.173417,0,72956.85185,471.517333,298952.2231,1,1
"POLYGON ((121.1544448528412 31.24839094638885, 121.1544448528412 31.25607056893175, 121.1454617 31.25607056893175, 121.1454617 31.24839094638885, 121.1544448528412 31.24839094638885))",0,0.0,2,105667.1498,0.0,445862.4129,1,1
"POLYGON ((121.1544448528412 31.25607056893175, 121.1544448528412 31.26374956675991, 121.1454617 31.26374956675991, 121.1454617 31.25607056893175, 121.1544448528412 31.25607056893175))",0,0.0,0,79396.80148,21938.40954,74191.56077,1,1
"POLYGON ((121.1544448528412 31.26374956675991, 121.1544448528412 31.27142793978621, 121.1454617 31.27142793978621, 121.1454617 31.26374956675991, 121.1544448528412 31.26374956675991))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.27142793978621, 121.1544448528412 31.27910568792358, 121.1454617 31.27910568792358, 121.1454617 31.27142793978621, 121.1544448528412 31.27142793978621))",0,6702.916458,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.27910568792358, 121.1544448528412 31.28678281108505, 121.1454617 31.28678281108505, 121.1454617 31.27910568792358, 121.1544448528412 31.27910568792358))",2,13868.65349,0,313825.5434,113479.2938,0.0,1,1
"POLYGON ((121.1544448528412 31.28678281108505, 121.1544448528412 31.29445930918367, 121.1454617 31.29445930918367, 121.1454617 31.28678281108505, 121.1544448528412 31.28678281108505))",2,5263.972131,1,226560.4696,221110.6622,75200.59421,1,1
"POLYGON ((121.1544448528412 31.29445930918367, 121.1544448528412 31.30213518213253, 121.1454617 31.30213518213253, 121.1454617 31.29445930918367, 121.1544448528412 31.29445930918367))",1,3605.079932,3,317385.0601,6068.350379,0.0,1,1
"POLYGON ((121.1544448528412 31.30213518213253, 121.1544448528412 31.3098104298448, 121.1454617 31.3098104298448, 121.1454617 31.30213518213253, 121.1544448528412 31.30213518213253))",1,3432.839799,2,160605.026,0.0,70151.43989,1,1
"POLYGON ((121.1544448528412 31.3098104298448, 121.1544448528412 31.31748505223367, 121.1454617 31.31748505223367, 121.1454617 31.3098104298448, 121.1544448528412 31.3098104298448))",9,4650.344755,0,329705.6055,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.31748505223367, 121.1544448528412 31.32515904921241, 121.1454617 31.32515904921241, 121.1454617 31.31748505223367, 121.1544448528412 31.31748505223367))",0,10240.80964,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.32515904921241, 121.1544448528412 31.33283242069435, 121.1454617 31.33283242069435, 121.1454617 31.32515904921241, 121.1544448528412 31.32515904921241))",0,5905.610941,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.33283242069435, 121.1544448528412 31.34050516659284, 121.1454617 31.34050516659284, 121.1454617 31.33283242069435, 121.1544448528412 31.33283242069435))",0,1661.038116,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.34050516659284, 121.1544448528412 31.34817728682128, 121.1454617 31.34817728682128, 121.1454617 31.34050516659284, 121.1544448528412 31.34050516659284))",0,3443.708525,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.34817728682128, 121.1544448528412 31.35584878129317, 121.1454617 31.35584878129317, 121.1454617 31.34817728682128, 121.1544448528412 31.34817728682128))",0,7029.447316,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.35584878129317, 121.1544448528412 31.36351964992201, 121.1454617 31.36351964992201, 121.1454617 31.35584878129317, 121.1544448528412 31.35584878129317))",0,5023.316392,0,27044.91656,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.36351964992201, 121.1544448528412 31.37118989262137, 121.1454617 31.37118989262137, 121.1454617 31.36351964992201, 121.1544448528412 31.36351964992201))",0,2230.534182,0,303295.0705,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.37118989262137, 121.1544448528412 31.37885950930489, 121.1454617 31.37885950930489, 121.1454617 31.37118989262137, 121.1544448528412 31.37118989262137))",0,3203.294138,0,193440.7703,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.37885950930489, 121.1544448528412 31.38652849988624, 121.1454617 31.38652849988624, 121.1454617 31.37885950930489, 121.1544448528412 31.37885950930489))",0,7422.540134,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.38652849988624, 121.1544448528412 31.39419686427913, 121.1454617 31.39419686427913, 121.1454617 31.38652849988624, 121.1544448528412 31.38652849988624))",0,3375.310017,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.39419686427913, 121.1544448528412 31.40186460239737, 121.1454617 31.40186460239737, 121.1454617 31.39419686427913, 121.1544448528412 31.39419686427913))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.40186460239737, 121.1544448528412 31.40953171415478, 121.1454617 31.40953171415478, 121.1454617 31.40186460239737, 121.1544448528412 31.40186460239737))",0,4889.795908,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.40953171415478, 121.1544448528412 31.41719819946523, 121.1454617 31.41719819946523, 121.1454617 31.40953171415478, 121.1544448528412 31.40953171415478))",0,8796.324494,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.41719819946523, 121.1544448528412 31.42486405824267, 121.1454617 31.42486405824267, 121.1454617 31.41719819946523, 121.1544448528412 31.41719819946523))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.42486405824267, 121.1544448528412 31.43252929040109, 121.1454617 31.43252929040109, 121.1454617 31.42486405824267, 121.1544448528412 31.42486405824267))",0,0.0,0,0.0,0.0,34563.92957,1,1
"POLYGON ((121.1544448528412 31.43252929040109, 121.1544448528412 31.44019389585451, 121.1454617 31.44019389585451, 121.1454617 31.43252929040109, 121.1544448528412 31.43252929040109))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.44019389585451, 121.1544448528412 31.44785787451704, 121.1454617 31.44785787451704, 121.1454617 31.44019389585451, 121.1544448528412 31.44019389585451))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1544448528412 31.44785787451704, 121.1544448528412 31.45552122630282, 121.1454617 31.45552122630282, 121.1454617 31.44785787451704, 121.1544448528412 31.44785787451704))",0,18557.04675,0,454518.4276,0.0,18837.83165,1,1
"POLYGON ((121.1544448528412 31.45552122630282, 121.1544448528412 31.46318395112604, 121.1454617 31.46318395112604, 121.1454617 31.45552122630282, 121.1544448528412 31.45552122630282))",0,25536.82967,0,315431.8713,0.0,160917.5191,1,1
"POLYGON ((121.1544448528412 31.46318395112604, 121.1544448528412 31.47084604890096, 121.1454617 31.47084604890096, 121.1454617 31.46318395112604, 121.1544448528412 31.46318395112604))",0,35762.26505,0,296817.731,0.0,1432.311287,1,1
"POLYGON ((121.1544448528412 31.47084604890096, 121.1544448528412 31.47850751954186, 121.1454617 31.47850751954186, 121.1454617 31.47084604890096, 121.1544448528412 31.47084604890096))",0,32382.94886,0,201.3537518,0.0,12215.06522,1,1
"POLYGON ((121.1544448528412 31.47850751954186, 121.1544448528412 31.4861683629631, 121.1454617 31.4861683629631, 121.1454617 31.47850751954186, 121.1544448528412 31.47850751954186))",0,24890.02992,0,0.0,0.0,157242.9728,1,1
"POLYGON ((121.1544448528412 31.4861683629631, 121.1544448528412 31.49382857907909, 121.1454617 31.49382857907909, 121.1454617 31.4861683629631, 121.1544448528412 31.4861683629631))",0,7469.029911,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 30.98691269999999, 121.1634280056824 30.99461351064697, 121.1544448528412 30.99461351064697, 121.1544448528412 30.98691269999999, 121.1634280056824 30.98691269999999))",0,4466.360083,0,79177.70339,0.0,0.0,1,1
"POLYGON ((121.1634280056824 30.99461351064697, 121.1634280056824 31.00231369957163, 121.1544448528412 31.00231369957163, 121.1544448528412 30.99461351064697, 121.1634280056824 30.99461351064697))",0,6174.060239,0,57879.72753,0.0,557345.8584,1,1
"POLYGON ((121.1634280056824 31.00231369957163, 121.1634280056824 31.01001326668513, 121.1544448528412 31.01001326668513, 121.1544448528412 31.00231369957163, 121.1634280056824 31.00231369957163))",0,3741.561007,0,0.0,0.0,816735.5198,1,1
"POLYGON ((121.1634280056824 31.01001326668513, 121.1634280056824 31.01771221189863, 121.1544448528412 31.01771221189863, 121.1544448528412 31.01001326668513, 121.1634280056824 31.01001326668513))",0,4423.471189,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.01771221189863, 121.1634280056824 31.02541053512337, 121.1544448528412 31.02541053512337, 121.1544448528412 31.01771221189863, 121.1634280056824 31.01771221189863))",1,5166.283704,0,0.0,0.0,1472039.618,1,1
"POLYGON ((121.1634280056824 31.02541053512337, 121.1634280056824 31.03310823627063, 121.1544448528412 31.03310823627063, 121.1544448528412 31.02541053512337, 121.1634280056824 31.02541053512337))",0,5762.948797,0,0.0,269143.9039,1000000.0,1,1
"POLYGON ((121.1634280056824 31.03310823627063, 121.1634280056824 31.04080531525175, 121.1544448528412 31.04080531525175, 121.1544448528412 31.03310823627063, 121.1634280056824 31.03310823627063))",0,8534.524484,0,0.0,2264.905014,1103496.142,1,1
"POLYGON ((121.1634280056824 31.04080531525175, 121.1634280056824 31.04850177197812, 121.1544448528412 31.04850177197812, 121.1544448528412 31.04080531525175, 121.1634280056824 31.04080531525175))",0,4811.911971,0,68688.66382,2934.021583,947464.4403,1,1
"POLYGON ((121.1634280056824 31.04850177197812, 121.1634280056824 31.05619760636117, 121.1544448528412 31.05619760636117, 121.1544448528412 31.04850177197812, 121.1634280056824 31.04850177197812))",0,6378.790295,0,0.0,183861.7327,270101.0595,1,1
"POLYGON ((121.1634280056824 31.05619760636117, 121.1634280056824 31.0638928183124, 121.1544448528412 31.0638928183124, 121.1544448528412 31.05619760636117, 121.1634280056824 31.05619760636117))",0,2988.960264,0,5134.902204,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.0638928183124, 121.1634280056824 31.07158740774336, 121.1544448528412 31.07158740774336, 121.1544448528412 31.0638928183124, 121.1634280056824 31.0638928183124))",0,4167.867494,0,163492.2531,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.07158740774336, 121.1634280056824 31.07928137456562, 121.1544448528412 31.07928137456562, 121.1544448528412 31.07158740774336, 121.1634280056824 31.07158740774336))",0,1003.674581,0,68003.82665,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.07928137456562, 121.1634280056824 31.08697471869087, 121.1544448528412 31.08697471869087, 121.1544448528412 31.07928137456562, 121.1634280056824 31.07928137456562))",0,3954.680572,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.08697471869087, 121.1634280056824 31.09466744003078, 121.1544448528412 31.09466744003078, 121.1544448528412 31.08697471869087, 121.1634280056824 31.08697471869087))",0,849.0809585,0,246292.2712,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.09466744003078, 121.1634280056824 31.10235953849711, 121.1544448528412 31.10235953849711, 121.1544448528412 31.09466744003078, 121.1634280056824 31.09466744003078))",0,32.80880899,0,8002.969733,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.10235953849711, 121.1634280056824 31.11005101400166, 121.1544448528412 31.11005101400166, 121.1544448528412 31.10235953849711, 121.1634280056824 31.10235953849711))",0,0.0,0,180032.837,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.11005101400166, 121.1634280056824 31.1177418664563, 121.1544448528412 31.1177418664563, 121.1544448528412 31.11005101400166, 121.1634280056824 31.11005101400166))",0,2552.955877,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.1177418664563, 121.1634280056824 31.12543209577293, 121.1544448528412 31.12543209577293, 121.1544448528412 31.1177418664563, 121.1634280056824 31.1177418664563))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.12543209577293, 121.1634280056824 31.13312170186351, 121.1544448528412 31.13312170186351, 121.1544448528412 31.12543209577293, 121.1634280056824 31.12543209577293))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.13312170186351, 121.1634280056824 31.14081068464005, 121.1544448528412 31.14081068464005, 121.1544448528412 31.13312170186351, 121.1634280056824 31.13312170186351))",0,2353.534031,0,27203.04475,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.14081068464005, 121.1634280056824 31.14849904401462, 121.1544448528412 31.14849904401462, 121.1544448528412 31.14081068464005, 121.1634280056824 31.14081068464005))",0,7724.794691,0,107580.8252,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.14849904401462, 121.1634280056824 31.15618677989934, 121.1544448528412 31.15618677989934, 121.1544448528412 31.14849904401462, 121.1634280056824 31.14849904401462))",8,11574.95894,0,47226.18494,0.0,338533.5517,1,1
"POLYGON ((121.1634280056824 31.15618677989934, 121.1634280056824 31.16387389220637, 121.1544448528412 31.16387389220637, 121.1544448528412 31.15618677989934, 121.1634280056824 31.15618677989934))",0,6015.903133,0,138974.0545,0.0,582510.35,1,1
"POLYGON ((121.1634280056824 31.16387389220637, 121.1634280056824 31.17156038084794, 121.1544448528412 31.17156038084794, 121.1544448528412 31.16387389220637, 121.1634280056824 31.16387389220637))",0,3952.459508,0,82551.7888,0.0,644109.1555,1,1
"POLYGON ((121.1634280056824 31.17156038084794, 121.1634280056824 31.17924624573631, 121.1544448528412 31.17924624573631, 121.1544448528412 31.17156038084794, 121.1634280056824 31.17156038084794))",0,41286.62792,0,0.0,0.0,709487.8084,1,1
"POLYGON ((121.1634280056824 31.17924624573631, 121.1634280056824 31.18693148678382, 121.1544448528412 31.18693148678382, 121.1544448528412 31.17924624573631, 121.1634280056824 31.17924624573631))",0,3070.374054,0,0.0,0.0,749336.6326,1,1
"POLYGON ((121.1634280056824 31.18693148678382, 121.1634280056824 31.19461610390284, 121.1544448528412 31.19461610390284, 121.1544448528412 31.18693148678382, 121.1634280056824 31.18693148678382))",0,3971.280146,0,0.0,0.0,275888.5807,1,1
"POLYGON ((121.1634280056824 31.19461610390284, 121.1634280056824 31.2023000970058, 121.1544448528412 31.2023000970058, 121.1544448528412 31.19461610390284, 121.1634280056824 31.19461610390284))",0,0.0,0,0.0,0.0,26435.80051,1,1
"POLYGON ((121.1634280056824 31.2023000970058, 121.1634280056824 31.20998346600517, 121.1544448528412 31.20998346600517, 121.1544448528412 31.2023000970058, 121.1634280056824 31.2023000970058))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.20998346600517, 121.1634280056824 31.21766621081351, 121.1544448528412 31.21766621081351, 121.1544448528412 31.20998346600517, 121.1634280056824 31.20998346600517))",0,20282.50541,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.21766621081351, 121.1634280056824 31.22534833134338, 121.1544448528412 31.22534833134338, 121.1544448528412 31.21766621081351, 121.1634280056824 31.21766621081351))",0,10437.71345,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.22534833134338, 121.1634280056824 31.23302982750743, 121.1544448528412 31.23302982750743, 121.1544448528412 31.22534833134338, 121.1634280056824 31.22534833134338))",0,4817.326016,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.23302982750743, 121.1634280056824 31.24071069921833, 121.1544448528412 31.24071069921833, 121.1544448528412 31.23302982750743, 121.1634280056824 31.23302982750743))",0,2001.969552,0,35173.78084,0.0,63512.10641,1,1
"POLYGON ((121.1634280056824 31.24071069921833, 121.1634280056824 31.24839094638885, 121.1544448528412 31.24839094638885, 121.1544448528412 31.24071069921833, 121.1634280056824 31.24071069921833))",0,5464.805244,0,40220.64627,0.0,25331.60891,1,1
"POLYGON ((121.1634280056824 31.24839094638885, 121.1634280056824 31.25607056893175, 121.1544448528412 31.25607056893175, 121.1544448528412 31.24839094638885, 121.1634280056824 31.24839094638885))",0,0.0,0,340026.4552,0.0,3365.631136,1,1
"POLYGON ((121.1634280056824 31.25607056893175, 121.1634280056824 31.26374956675991, 121.1544448528412 31.26374956675991, 121.1544448528412 31.25607056893175, 121.1634280056824 31.25607056893175))",0,0.0,1,73882.37912,5583.881929,0.0,1,1
"POLYGON ((121.1634280056824 31.26374956675991, 121.1634280056824 31.27142793978621, 121.1544448528412 31.27142793978621, 121.1544448528412 31.26374956675991, 121.1634280056824 31.26374956675991))",0,8743.391179,0,139356.7637,0.0,19081.09592,1,1
"POLYGON ((121.1634280056824 31.27142793978621, 121.1634280056824 31.27910568792358, 121.1544448528412 31.27910568792358, 121.1544448528412 31.27142793978621, 121.1634280056824 31.27142793978621))",0,11045.12762,0,117521.961,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.27910568792358, 121.1634280056824 31.28678281108505, 121.1544448528412 31.28678281108505, 121.1544448528412 31.27910568792358, 121.1634280056824 31.27910568792358))",0,5461.448415,4,141151.491,163776.6509,0.0,1,1
"POLYGON ((121.1634280056824 31.28678281108505, 121.1634280056824 31.29445930918367, 121.1544448528412 31.29445930918367, 121.1544448528412 31.28678281108505, 121.1634280056824 31.28678281108505))",2,11100.28981,27,377556.0072,116092.1741,0.0,1,1
"POLYGON ((121.1634280056824 31.29445930918367, 121.1634280056824 31.30213518213253, 121.1544448528412 31.30213518213253, 121.1544448528412 31.29445930918367, 121.1634280056824 31.29445930918367))",0,4243.301286,6,632847.4047,98018.94932,42389.37272,1,1
"POLYGON ((121.1634280056824 31.30213518213253, 121.1634280056824 31.3098104298448, 121.1544448528412 31.3098104298448, 121.1544448528412 31.30213518213253, 121.1634280056824 31.30213518213253))",4,6847.958491,1,70115.42132,0.0,29395.23395,1,1
"POLYGON ((121.1634280056824 31.3098104298448, 121.1634280056824 31.31748505223367, 121.1544448528412 31.31748505223367, 121.1544448528412 31.3098104298448, 121.1634280056824 31.3098104298448))",4,6496.521048,0,57035.51905,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.31748505223367, 121.1634280056824 31.32515904921241, 121.1544448528412 31.32515904921241, 121.1544448528412 31.31748505223367, 121.1634280056824 31.31748505223367))",0,7272.797067,0,137083.6617,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.32515904921241, 121.1634280056824 31.33283242069435, 121.1544448528412 31.33283242069435, 121.1544448528412 31.32515904921241, 121.1634280056824 31.32515904921241))",0,12797.91416,0,71831.59687,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.33283242069435, 121.1634280056824 31.34050516659284, 121.1544448528412 31.34050516659284, 121.1544448528412 31.33283242069435, 121.1634280056824 31.33283242069435))",0,5589.189017,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.34050516659284, 121.1634280056824 31.34817728682128, 121.1544448528412 31.34817728682128, 121.1544448528412 31.34050516659284, 121.1634280056824 31.34050516659284))",0,3649.630531,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.34817728682128, 121.1634280056824 31.35584878129317, 121.1544448528412 31.35584878129317, 121.1544448528412 31.34817728682128, 121.1634280056824 31.34817728682128))",0,1340.709603,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.35584878129317, 121.1634280056824 31.36351964992201, 121.1544448528412 31.36351964992201, 121.1544448528412 31.35584878129317, 121.1634280056824 31.35584878129317))",0,2035.723631,0,0.0,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.36351964992201, 121.1634280056824 31.37118989262137, 121.1544448528412 31.37118989262137, 121.1544448528412 31.36351964992201, 121.1634280056824 31.36351964992201))",0,6043.697421,0,208683.3128,0.0,0.0,1,1
"POLYGON ((121.1634280056824 31.37118989262137, 121.1634280056824 31.37885950930489, 121.1544448528412 31.37885950930489, 121.1544448528412 31.37118989262137, 121.1634280056824 31.37118989262137))",6,6826.901507,0,43415.39971,0.0,0.0,1,1
