geometry,crossroad_count,road_length,shop_count,residential_area,commercial_area,industrial_area,railway_station_count,bicycle_lane_length,bus_station_count
"POLYGON ((121.167919582103 31.23687034142498, 121.167919582103 31.25607056893175, 121.1454617 31.25607056893175, 121.1454617 31.23687034142498, 121.167919582103 31.23687034142498))",0,7328.223290656237,2,693412.3062326404,471.51733300563234,796778.5173969193,0,0.0,12
"POLYGON ((121.167919582103 31.25607056893175, 121.167919582103 31.27526689197145, 121.1454617 31.27526689197145, 121.1454617 31.25607056893175, 121.167919582103 31.25607056893175))",0,20876.84751493912,9,976242.1638942224,27522.29146782777,93272.65668405994,0,2873.761908440825,11
"POLYGON ((121.167919582103 31.27526689197145, 121.167919582103 31.29445930918367, 121.1454617 31.29445930918367, 121.1454617 31.27526689197145, 121.167919582103 31.27526689197145))",7,42471.3662822534,32,1243745.8478157334,740792.5929141964,183570.1260819552,1,3126.1609441847436,24
"POLYGON ((121.167919582103 31.29445930918367, 121.167919582103 31.31364781921008, 121.1454617 31.31364781921008, 121.1454617 31.29445930918367, 121.167919582103 31.29445930918367))",10,19969.91536880131,12,1645132.4642682243,104381.41961215928,467676.6303868431,0,2873.351199121499,32
"POLYGON ((121.167919582103 31.31364781921008, 121.167919582103 31.33283242069435, 121.1454617 31.33283242069435, 121.1454617 31.31364781921008, 121.167919582103 31.31364781921008))",9,39223.54720151336,0,656546.0016094506,0.0,0.0,0,501.61579225091816,21
"POLYGON ((121.167919582103 31.33283242069435, 121.167919582103 31.3520131122822, 121.1454617 31.3520131122822, 121.1454617 31.33283242069435, 121.167919582103 31.33283242069435))",1,14508.640231312416,0,19555.426227614236,0.0,0.0,0,0.0,12
"POLYGON ((121.167919582103 31.3520131122822, 121.167919582103 31.37118989262137, 121.1454617 31.37118989262137, 121.1454617 31.3520131122822, 121.167919582103 31.3520131122822))",0,17293.03699626764,0,539199.8478297536,0.0,0.0,0,0.0,30
"POLYGON ((121.167919582103 31.37118989262137, 121.167919582103 31.39036276036163, 121.1454617 31.39036276036163, 121.1454617 31.37118989262137, 121.167919582103 31.37118989262137))",6,19392.60781613235,0,236856.1700195913,0.0,0.0,0,0.0,22
"POLYGON ((121.167919582103 31.39036276036163, 121.167919582103 31.40953171415478, 121.1454617 31.40953171415478, 121.1454617 31.39036276036163, 121.167919582103 31.39036276036163))",0,14638.16267788972,0,0.0,0.0,0.0,0,0.0,5
"POLYGON ((121.167919582103 31.40953171415478, 121.167919582103 31.42869675265463, 121.1454617 31.42869675265463, 121.1454617 31.40953171415478, 121.167919582103 31.40953171415478))",0,10083.20954646854,0,0.0,0.0,24623.21925985991,0,0.0,0
"POLYGON ((121.167919582103 31.42869675265463, 121.167919582103 31.44785787451704, 121.1454617 31.44785787451704, 121.1454617 31.42869675265463, 121.167919582103 31.42869675265463))",0,8890.01568760154,0,0.0,0.0,31418.48821968387,0,0.0,4
"POLYGON ((121.167919582103 31.44785787451704, 121.167919582103 31.4670150783999, 121.1454617 31.4670150783999, 121.1454617 31.44785787451704, 121.167919582103 31.44785787451704))",0,50177.691400674026,0,1117137.3931230265,0.0,650638.2968649695,0,0.0,3
"POLYGON ((121.167919582103 31.4670150783999, 121.167919582103 31.4861683629631, 121.1454617 31.4861683629631, 121.1454617 31.4670150783999, 121.167919582103 31.4670150783999))",0,77788.5939628345,0,421961.58826134895,0.0,532860.264862477,0,0.0,0
"POLYGON ((121.167919582103 31.4861683629631, 121.167919582103 31.50531772686858, 121.1454617 31.50531772686858, 121.1454617 31.4861683629631, 121.167919582103 31.4861683629631))",0,28627.010666482223,0,0.0,0.0,0.0,0,0.0,0
"POLYGON ((121.190377464206 30.98691269999999, 121.190377464206 31.00616356086033, 121.167919582103 31.00616356086033, 121.167919582103 30.98691269999999, 121.190377464206 30.98691269999999))",2,30157.605379512235,0,140480.640396847,0.0,364328.9865777312,0,0.0,13
"POLYGON ((121.190377464206 31.00616356086033, 121.190377464206 31.02541053512337, 121.167919582103 31.02541053512337, 121.167919582103 31.00616356086033, 121.190377464206 31.00616356086033))",3,24732.58918360656,0,1509834.7108025628,0.0,542561.103714591,0,0.0,26
"POLYGON ((121.190377464206 31.02541053512337, 121.190377464206 31.04465362140231, 121.167919582103 31.04465362140231, 121.167919582103 31.02541053512337, 121.190377464206 31.02541053512337))",15,31901.85248630154,0,2931439.825002684,0.0,1152121.7131486705,0,0.0,59
"POLYGON ((121.190377464206 31.04465362140231, 121.190377464206 31.0638928183124, 121.167919582103 31.0638928183124, 121.167919582103 31.04465362140231, 121.190377464206 31.04465362140231))",1,26338.354132960696,0,1467058.4555912877,0.0,0.0,0,4134.094785631323,18
"POLYGON ((121.190377464206 31.0638928183124, 121.190377464206 31.0831281244709, 121.167919582103 31.0831281244709, 121.167919582103 31.0638928183124, 121.190377464206 31.0638928183124))",0,24531.91254610908,0,291703.6801019858,0.0,0.0,0,0.0,7
"POLYGON ((121.190377464206 31.0831281244709, 121.190377464206 31.10235953849711, 121.167919582103 31.10235953849711, 121.167919582103 31.0831281244709, 121.190377464206 31.0831281244709))",0,27173.38070075896,1,1868056.6090884276,19637.77888308114,0.0,0,1191.0845728513236,26
"POLYGON ((121.190377464206 31.10235953849711, 121.190377464206 31.12158705901236, 121.167919582103 31.12158705901236, 121.167919582103 31.10235953849711, 121.190377464206 31.10235953849711))",0,17122.428232713188,0,1373891.306915268,34257.69630493969,836054.5025736955,0,1364.9199274387001,12
"POLYGON ((121.190377464206 31.12158705901236, 121.190377464206 31.14081068464005, 121.167919582103 31.14081068464005, 121.167919582103 31.12158705901236, 121.190377464206 31.12158705901236))",0,20975.966543918938,0,0.0,0.0,2430267.711080169,0,875.9408332031783,9
"POLYGON ((121.190377464206 31.14081068464005, 121.190377464206 31.16003041400555, 121.167919582103 31.16003041400555, 121.167919582103 31.14081068464005, 121.190377464206 31.14081068464005))",0,24255.640656381554,0,136715.75891419995,188712.40758530085,2702806.0433898587,0,1850.1674150546112,15
"POLYGON ((121.190377464206 31.16003041400555, 121.190377464206 31.17924624573631, 121.167919582103 31.17924624573631, 121.167919582103 31.16003041400555, 121.190377464206 31.16003041400555))",0,42912.30717504209,0,143151.75327156283,0.0,4234423.475247227,1,0.0,29
"POLYGON ((121.190377464206 31.17924624573631, 121.190377464206 31.1984581784618, 121.167919582103 31.1984581784618, 121.167919582103 31.17924624573631, 121.190377464206 31.17924624573631))",0,15148.565892239549,0,568035.4263244232,253160.36979731105,1674887.6634345923,1,0.0,20
"POLYGON ((121.190377464206 31.1984581784618, 121.190377464206 31.21766621081351, 121.167919582103 31.21766621081351, 121.167919582103 31.1984581784618, 121.190377464206 31.1984581784618))",0,41635.37945080126,0,1198684.962669253,46949.65944661313,3826.811102516837,0,0.0,25
"POLYGON ((121.190377464206 31.21766621081351, 121.190377464206 31.23687034142498, 121.167919582103 31.23687034142498, 121.167919582103 31.21766621081351, 121.190377464206 31.21766621081351))",0,8223.936842534904,0,0.0,0.0,0.0,0,0.0,17
"POLYGON ((121.190377464206 31.23687034142498, 121.190377464206 31.25607056893175, 121.167919582103 31.25607056893175, 121.167919582103 31.23687034142498, 121.190377464206 31.23687034142498))",0,15180.46033340676,0,0.0,0.0,0.0,0,0.0,15
"POLYGON ((121.190377464206 31.25607056893175, 121.190377464206 31.27526689197145, 121.167919582103 31.27526689197145, 121.167919582103 31.25607056893175, 121.190377464206 31.25607056893175))",0,22953.41250984955,4,1013772.1753989962,0.0,0.0,0,2992.8478255832133,7
"POLYGON ((121.190377464206 31.27526689197145, 121.190377464206 31.29445930918367, 121.167919582103 31.29445930918367, 121.167919582103 31.27526689197145, 121.190377464206 31.27526689197145))",3,26965.84287741537,6,695950.4935414064,73106.74711581925,1045892.981915841,0,1744.4672043410803,21
"POLYGON ((121.190377464206 31.29445930918367, 121.190377464206 31.31364781921008, 121.167919582103 31.31364781921008, 121.167919582103 31.29445930918367, 121.190377464206 31.29445930918367))",3,17573.395648833557,0,330368.6338487469,0.0,1184215.0572671918,0,0.0,18
"POLYGON ((121.190377464206 31.31364781921008, 121.190377464206 31.33283242069435, 121.167919582103 31.33283242069435, 121.167919582103 31.31364781921008, 121.190377464206 31.31364781921008))",2,20790.267491852712,0,93777.03088002754,0.0,552696.600403358,0,0.0,24
"POLYGON ((121.190377464206 31.33283242069435, 121.190377464206 31.3520131122822, 121.167919582103 31.3520131122822, 121.167919582103 31.33283242069435, 121.190377464206 31.33283242069435))",7,40232.30502106406,0,302697.3192121548,0.0,131863.29518952468,0,0.0,20
"POLYGON ((121.190377464206 31.3520131122822, 121.190377464206 31.37118989262137, 121.167919582103 31.37118989262137, 121.167919582103 31.3520131122822, 121.190377464206 31.3520131122822))",6,20712.61750605907,1,64643.90715260394,0.0,0.0,0,0.0,22
"POLYGON ((121.190377464206 31.37118989262137, 121.190377464206 31.39036276036163, 121.167919582103 31.39036276036163, 121.167919582103 31.37118989262137, 121.190377464206 31.37118989262137))",0,4517.887065953156,0,0.0,0.0,0.0,0,0.0,0
"POLYGON ((121.190377464206 31.39036276036163, 121.190377464206 31.40953171415478, 121.167919582103 31.40953171415478, 121.167919582103 31.39036276036163, 121.190377464206 31.39036276036163))",0,23068.034622217627,0,316551.3057217308,0.0,0.0,0,0.0,10
"POLYGON ((121.190377464206 31.40953171415478, 121.190377464206 31.42869675265463, 121.167919582103 31.42869675265463, 121.167919582103 31.40953171415478, 121.190377464206 31.40953171415478))",0,24390.75887019385,0,5307.254759607475,0.0,834263.8398868294,0,0.0,11
"POLYGON ((121.190377464206 31.42869675265463, 121.190377464206 31.44785787451704, 121.167919582103 31.44785787451704, 121.167919582103 31.42869675265463, 121.190377464206 31.42869675265463))",0,23133.917579042623,0,0.0,0.0,2423622.8481794866,0,0.0,21
"POLYGON ((121.190377464206 31.44785787451704, 121.190377464206 31.4670150783999, 121.167919582103 31.4670150783999, 121.167919582103 31.44785787451704, 121.190377464206 31.44785787451704))",0,23163.85740309376,0,938416.6316289906,0.0,296127.7379523627,0,0.0,4
"POLYGON ((121.190377464206 31.4670150783999, 121.190377464206 31.4861683629631, 121.167919582103 31.4861683629631, 121.167919582103 31.4670150783999, 121.190377464206 31.4670150783999))",0,59249.20165818957,0,583363.7877197014,0.0,604961.3035054663,0,0.0,9
"POLYGON ((121.190377464206 31.4861683629631, 121.190377464206 31.50531772686858, 121.167919582103 31.50531772686858, 121.167919582103 31.4861683629631, 121.190377464206 31.4861683629631))",0,16523.442221779194,0,120133.332098195,0.0,682746.8545739853,0,0.0,0
"POLYGON ((121.2128353463089 30.98691269999999, 121.2128353463089 31.00616356086033, 121.190377464206 31.00616356086033, 121.190377464206 30.98691269999999, 121.2128353463089 30.98691269999999))",2,22150.79900914669,0,145850.6093107041,61503.30417081092,325102.4125658121,0,0.0,26
"POLYGON ((121.2128353463089 31.00616356086033, 121.2128353463089 31.02541053512337, 121.190377464206 31.02541053512337, 121.190377464206 31.00616356086033, 121.2128353463089 31.00616356086033))",2,31508.760958590923,1,2629781.804040186,41304.62356876906,188682.8334198481,0,0.0,54
"POLYGON ((121.2128353463089 31.02541053512337, 121.2128353463089 31.04465362140231, 121.190377464206 31.04465362140231, 121.190377464206 31.02541053512337, 121.2128353463089 31.02541053512337))",20,37184.37758922762,2,3695251.940161146,167369.41897867684,0.0,0,0.0,47
"POLYGON ((121.2128353463089 31.04465362140231, 121.2128353463089 31.0638928183124, 121.190377464206 31.0638928183124, 121.190377464206 31.04465362140231, 121.2128353463089 31.04465362140231))",5,25867.78240279416,0,768603.7790700755,28105.8632826358,0.0,0,1737.4302636379725,33
"POLYGON ((121.2128353463089 31.0638928183124, 121.2128353463089 31.0831281244709, 121.190377464206 31.0831281244709, 121.190377464206 31.0638928183124, 121.2128353463089 31.0638928183124))",0,24180.41241908596,0,268959.915124389,3852.5329202413313,0.0,0,3012.4658530084653,21
"POLYGON ((121.2128353463089 31.0831281244709, 121.2128353463089 31.10235953849711, 121.190377464206 31.10235953849711, 121.190377464206 31.0831281244709, 121.2128353463089 31.0831281244709))",1,30885.50609666061,0,877367.62024287,0.0,0.0,0,4632.860861868787,18
"POLYGON ((121.2128353463089 31.10235953849711, 121.2128353463089 31.12158705901236, 121.190377464206 31.12158705901236, 121.190377464206 31.10235953849711, 121.2128353463089 31.10235953849711))",0,27298.00312806511,0,1250216.1235346736,0.0,552326.7099508598,0,4288.271578016305,13
"POLYGON ((121.2128353463089 31.12158705901236, 121.2128353463089 31.14081068464005, 121.190377464206 31.14081068464005, 121.190377464206 31.12158705901236, 121.2128353463089 31.12158705901236))",0,22419.0445032642,0,1217183.724619377,0.0,774483.7191109676,0,6718.310946879181,68
"POLYGON ((121.2128353463089 31.14081068464005, 121.2128353463089 31.16003041400555, 121.190377464206 31.16003041400555, 121.190377464206 31.14081068464005, 121.2128353463089 31.14081068464005))",0,29199.53759047028,0,1056957.2228611554,0.0,0.0,0,0.0,28
"POLYGON ((121.2128353463089 31.16003041400555, 121.2128353463089 31.17924624573631, 121.190377464206 31.17924624573631, 121.190377464206 31.16003041400555, 121.2128353463089 31.16003041400555))",0,37861.54709484479,0,74696.19919511418,0.0,0.0,0,0.0,24
"POLYGON ((121.2128353463089 31.17924624573631, 121.2128353463089 31.1984581784618, 121.190377464206 31.1984581784618, 121.190377464206 31.17924624573631, 121.2128353463089 31.17924624573631))",0,10466.303444421046,1,0.0,143683.29240972447,0.0,0,1142.8331663964093,14
"POLYGON ((121.2128353463089 31.1984581784618, 121.2128353463089 31.21766621081351, 121.190377464206 31.21766621081351, 121.190377464206 31.1984581784618, 121.2128353463089 31.1984581784618))",0,22143.283494934345,0,10880.539027426705,0.0,0.0,0,0.0,14
"POLYGON ((121.2128353463089 31.21766621081351, 121.2128353463089 31.23687034142498, 121.190377464206 31.23687034142498, 121.190377464206 31.21766621081351, 121.2128353463089 31.21766621081351))",0,42136.636237199615,0,0.0,115169.10444089196,45421.587016040656,0,0.0,26
"POLYGON ((121.2128353463089 31.23687034142498, 121.2128353463089 31.25607056893175, 121.190377464206 31.25607056893175, 121.190377464206 31.23687034142498, 121.2128353463089 31.23687034142498))",2,26156.295970435684,1,44051.26648477114,0.0,52974.861533235024,0,0.0,28
"POLYGON ((121.2128353463089 31.25607056893175, 121.2128353463089 31.27526689197145, 121.190377464206 31.27526689197145, 121.190377464206 31.25607056893175, 121.2128353463089 31.25607056893175))",4,22951.51382428281,0,606510.296580112,0.0,266959.9116933213,0,0.0,28
"POLYGON ((121.2128353463089 31.27526689197145, 121.2128353463089 31.29445930918367, 121.190377464206 31.29445930918367, 121.190377464206 31.27526689197145, 121.2128353463089 31.27526689197145))",0,28338.53493318066,4,904428.1914592108,108154.30427038232,1989.3058832989525,0,0.0,19
"POLYGON ((121.2128353463089 31.29445930918367, 121.2128353463089 31.31364781921008, 121.190377464206 31.31364781921008, 121.190377464206 31.29445930918367, 121.2128353463089 31.29445930918367))",0,13544.601250995556,0,0.9752136322178006,0.0,86035.99521659422,0,0.0,17
"POLYGON ((121.2128353463089 31.31364781921008, 121.2128353463089 31.33283242069435, 121.190377464206 31.33283242069435, 121.190377464206 31.31364781921008, 121.2128353463089 31.31364781921008))",0,22405.632923538087,0,332370.26756046,0.0,335165.7867937591,0,0.0,29
"POLYGON ((121.2128353463089 31.33283242069435, 121.2128353463089 31.3520131122822, 121.190377464206 31.3520131122822, 121.190377464206 31.33283242069435, 121.2128353463089 31.33283242069435))",7,43873.278691406544,0,0.0,0.0,112496.9176231152,0,0.0,10
"POLYGON ((121.2128353463089 31.3520131122822, 121.2128353463089 31.37118989262137, 121.190377464206 31.37118989262137, 121.190377464206 31.3520131122822, 121.2128353463089 31.3520131122822))",0,11297.617043429997,0,0.0,0.0,0.0,0,0.0,9
"POLYGON ((121.2128353463089 31.37118989262137, 121.2128353463089 31.39036276036163, 121.190377464206 31.39036276036163, 121.190377464206 31.37118989262137, 121.2128353463089 31.37118989262137))",0,24995.34942609569,0,0.0,0.0,0.0,0,0.0,27
"POLYGON ((121.2128353463089 31.39036276036163, 121.2128353463089 31.40953171415478, 121.190377464206 31.40953171415478, 121.190377464206 31.39036276036163, 121.2128353463089 31.39036276036163))",0,18986.63420250184,0,1678186.650049779,0.0,0.0,0,0.0,25
"POLYGON ((121.2128353463089 31.40953171415478, 121.2128353463089 31.42869675265463, 121.190377464206 31.42869675265463, 121.190377464206 31.40953171415478, 121.2128353463089 31.40953171415478))",0,25204.564615434523,0,21392.969098548427,0.0,721866.0503363009,0,0.0,24
"POLYGON ((121.2128353463089 31.42869675265463, 121.2128353463089 31.44785787451704, 121.190377464206 31.44785787451704, 121.190377464206 31.42869675265463, 121.2128353463089 31.42869675265463))",0,20491.072562592217,0,0.0,0.0,1636375.8021875934,0,0.0,14
"POLYGON ((121.2128353463089 31.44785787451704, 121.2128353463089 31.4670150783999, 121.190377464206 31.4670150783999, 121.190377464206 31.44785787451704, 121.2128353463089 31.44785787451704))",0,6590.190734557434,0,0.0,0.0,184906.94381725465,0,0.0,6
"POLYGON ((121.2128353463089 31.4670150783999, 121.2128353463089 31.4861683629631, 121.190377464206 31.4861683629631, 121.190377464206 31.4670150783999, 121.2128353463089 31.4670150783999))",0,9287.205476331406,0,783099.9535173487,0.0,739912.804131708,0,0.0,0
"POLYGON ((121.2128353463089 31.4861683629631, 121.2128353463089 31.50531772686858, 121.190377464206 31.50531772686858, 121.190377464206 31.4861683629631, 121.2128353463089 31.4861683629631))",0,23670.191004053857,0,0.0,0.0,1089597.734677557,0,0.0,0
"POLYGON ((121.2352932284119 30.98691269999999, 121.2352932284119 31.00616356086033, 121.2128353463089 31.00616356086033, 121.2128353463089 30.98691269999999, 121.2352932284119 30.98691269999999))",1,22941.651650845688,0,342952.960504138,0.0,0.0,2,0.0,18
"POLYGON ((121.2352932284119 31.00616356086033, 121.2352932284119 31.02541053512337, 121.2128353463089 31.02541053512337, 121.2128353463089 31.00616356086033, 121.2352932284119 31.00616356086033))",0,40354.4120190593,2,2166590.9201725805,13953.281843756597,0.0,1,0.0,75
"POLYGON ((121.2352932284119 31.02541053512337, 121.2352932284119 31.04465362140231, 121.2128353463089 31.04465362140231, 121.2128353463089 31.02541053512337, 121.2352932284119 31.02541053512337))",32,56978.624880458505,4,2279644.545345442,155533.36457046904,0.0,1,253.87027357947156,79
"POLYGON ((121.2352932284119 31.04465362140231, 121.2352932284119 31.0638928183124, 121.2128353463089 31.0638928183124, 121.2128353463089 31.04465362140231, 121.2352932284119 31.04465362140231))",13,28741.01186395417,1,2030953.0405207635,181204.380312656,0.0,0,1224.8574516581143,50
"POLYGON ((121.2352932284119 31.0638928183124, 121.2352932284119 31.0831281244709, 121.2128353463089 31.0831281244709, 121.2128353463089 31.0638928183124, 121.2352932284119 31.0638928183124))",8,31344.31501764178,1,375612.7104764258,185650.7449955107,0.0,0,1906.7505553795095,24
"POLYGON ((121.2352932284119 31.0831281244709, 121.2352932284119 31.10235953849711, 121.2128353463089 31.10235953849711, 121.2128353463089 31.0831281244709, 121.2352932284119 31.0831281244709))",0,30703.23078605928,0,316763.94223941106,0.0,0.0,0,751.8029576084899,33
"POLYGON ((121.2352932284119 31.10235953849711, 121.2352932284119 31.12158705901236, 121.2128353463089 31.12158705901236, 121.2128353463089 31.10235953849711, 121.2352932284119 31.10235953849711))",0,26252.59699726628,1,1871570.890559863,0.0,0.0,0,571.4140529902168,36
"POLYGON ((121.2352932284119 31.12158705901236, 121.2352932284119 31.14081068464005, 121.2128353463089 31.14081068464005, 121.2128353463089 31.12158705901236, 121.2352932284119 31.12158705901236))",0,14820.451892991356,1,809107.8882201856,0.0,0.0,0,5565.4709852074075,35
"POLYGON ((121.2352932284119 31.14081068464005, 121.2352932284119 31.16003041400555, 121.2128353463089 31.16003041400555, 121.2128353463089 31.14081068464005, 121.2352932284119 31.14081068464005))",7,40329.2640964274,225,1186138.9138938277,345790.1785920938,0.0,0,1407.9663588492585,20
"POLYGON ((121.2352932284119 31.16003041400555, 121.2352932284119 31.17924624573631, 121.2128353463089 31.17924624573631, 121.2128353463089 31.16003041400555, 121.2352932284119 31.16003041400555))",15,43608.125333364806,17,82966.67017979924,101505.56930010476,0.0,1,0.0,21
"POLYGON ((121.2352932284119 31.17924624573631, 121.2352932284119 31.1984581784618, 121.2128353463089 31.1984581784618, 121.2128353463089 31.17924624573631, 121.2352932284119 31.17924624573631))",4,28759.442462012456,0,64610.06278304607,0.0,0.0,0,0.0,65
"POLYGON ((121.2352932284119 31.1984581784618, 121.2352932284119 31.21766621081351, 121.2128353463089 31.21766621081351, 121.2128353463089 31.1984581784618, 121.2352932284119 31.1984581784618))",0,18922.613975316995,0,181388.7006225674,0.0,37294.16455456005,0,0.0,29
"POLYGON ((121.2352932284119 31.21766621081351, 121.2352932284119 31.23687034142498, 121.2128353463089 31.23687034142498, 121.2128353463089 31.21766621081351, 121.2352932284119 31.21766621081351))",8,50608.63643245648,0,17898.1987778224,447796.99035039794,0.0,0,0.0,24
"POLYGON ((121.2352932284119 31.23687034142498, 121.2352932284119 31.25607056893175, 121.2128353463089 31.25607056893175, 121.2128353463089 31.23687034142498, 121.2352932284119 31.23687034142498))",0,26169.741228958883,1,1283106.4726172474,0.0,0.0,0,0.0,40
"POLYGON ((121.2352932284119 31.25607056893175, 121.2352932284119 31.27526689197145, 121.2128353463089 31.27526689197145, 121.2128353463089 31.25607056893175, 121.2352932284119 31.25607056893175))",14,26593.98146787948,1,590028.3788537215,0.0,0.0,0,0.0,12
"POLYGON ((121.2352932284119 31.27526689197145, 121.2352932284119 31.29445930918367, 121.2128353463089 31.29445930918367, 121.2128353463089 31.27526689197145, 121.2352932284119 31.27526689197145))",14,37835.19719738978,3,698811.6865290696,0.0,61324.44039727003,0,0.0,25
"POLYGON ((121.2352932284119 31.29445930918367, 121.2352932284119 31.31364781921008, 121.2128353463089 31.31364781921008, 121.2128353463089 31.29445930918367, 121.2352932284119 31.29445930918367))",0,11043.388057144091,0,0.0,0.0,152547.66485378635,0,0.0,12
"POLYGON ((121.2352932284119 31.31364781921008, 121.2352932284119 31.33283242069435, 121.2128353463089 31.33283242069435, 121.2128353463089 31.31364781921008, 121.2352932284119 31.31364781921008))",11,28462.153150722253,0,223461.0547917385,0.0,0.0,0,0.0,17
"POLYGON ((121.2352932284119 31.33283242069435, 121.2352932284119 31.3520131122822, 121.2128353463089 31.3520131122822, 121.2128353463089 31.33283242069435, 121.2352932284119 31.33283242069435))",0,43613.04231264276,0,63543.70417057809,0.0,0.0,0,0.0,2
"POLYGON ((121.2352932284119 31.3520131122822, 121.2352932284119 31.37118989262137, 121.2128353463089 31.37118989262137, 121.2128353463089 31.3520131122822, 121.2352932284119 31.3520131122822))",0,52313.31325030756,0,0.0,0.0,0.0,0,0.0,35
"POLYGON ((121.2352932284119 31.37118989262137, 121.2352932284119 31.39036276036163, 121.2128353463089 31.39036276036163, 121.2128353463089 31.37118989262137, 121.2352932284119 31.37118989262137))",6,37849.78017690597,0,610344.8093318708,11696.705277561734,0.0,0,0.0,56
"POLYGON ((121.2352932284119 31.39036276036163, 121.2352932284119 31.40953171415478, 121.2128353463089 31.40953171415478, 121.2128353463089 31.39036276036163, 121.2352932284119 31.39036276036163))",0,21711.244917195385,0,238575.79422798543,0.0,117919.02035179512,0,0.0,35
"POLYGON ((121.2352932284119 31.40953171415478, 121.2352932284119 31.42869675265463, 121.2128353463089 31.42869675265463, 121.2128353463089 31.40953171415478, 121.2352932284119 31.40953171415478))",0,9276.54815732316,0,0.0,0.0,60398.74693914477,0,0.0,14
"POLYGON ((121.2352932284119 31.42869675265463, 121.2352932284119 31.44785787451704, 121.2128353463089 31.44785787451704, 121.2128353463089 31.42869675265463, 121.2352932284119 31.42869675265463))",0,10614.099786578185,0,0.0,0.0,0.0,0,0.0,4
"POLYGON ((121.2352932284119 31.44785787451704, 121.2352932284119 31.4670150783999, 121.2128353463089 31.4670150783999, 121.2128353463089 31.44785787451704, 121.2352932284119 31.44785787451704))",0,5374.418116430564,0,0.0,0.0,0.0,0,0.0,8
"POLYGON ((121.2352932284119 31.4670150783999, 121.2352932284119 31.4861683629631, 121.2128353463089 31.4861683629631, 121.2128353463089 31.4670150783999, 121.2352932284119 31.4670150783999))",0,5836.581718923331,0,0.0,0.0,816395.5922999388,0,0.0,8
